Entity,Year,Country code,female suicide rate,male suicide rate
Kuwait,2001,KWT,0.7647457,1.369139
Kuwait,2002,KWT,1.27791,1.756376
Kuwait,2004,KWT,1.153894782,1.716213107
Kyrgyzstan,1981,KGZ,7.50064,28.58997
Kyrgyzstan,1982,KGZ,6.34895,29.45564
Kyrgyzstan,1985,KGZ,7.063722,24.69476
Kyrgyzstan,1986,KGZ,5.368869,18.85769
Kyrgyzstan,1987,KGZ,7.401427,22.1455
Kyrgyzstan,1988,KGZ,6.957907,22.76744
Kyrgyzstan,1989,KGZ,7.492762,24.00299
Kyrgyzstan,1990,KGZ,7.92241,25.39453
Kyrgyzstan,1991,KGZ,7.180477,24.91979
Kyrgyzstan,1992,KGZ,5.318038,23.53008
Kyrgyzstan,1993,KGZ,6.514298,27.44796
Kyrgyzstan,1994,KGZ,4.828927,29.95315
Kyrgyzstan,1995,KGZ,7.441998,28.3238
Kyrgyzstan,1996,KGZ,4.41672,23.81844
Kyrgyzstan,1997,KGZ,4.538289,23.19876
Kyrgyzstan,1998,KGZ,4.220627,22.62856
Kyrgyzstan,1999,KGZ,4.674402,23.91368
Kyrgyzstan,2000,KGZ,4.435472,21.69134
Kyrgyzstan,2001,KGZ,3.433721,23.63354
Kyrgyzstan,2002,KGZ,4.70046,22.53675
Kyrgyzstan,2003,KGZ,3.463841,19.15894
Kyrgyzstan,2004,KGZ,3.090236,17.17582
Laos,2004,LAO,23.7233696,29.02600861
Latvia,1980,LVA,11.88666,51.12757
Latvia,1981,LVA,10.81198,54.29832
Latvia,1982,LVA,12.86586,51.78666
Latvia,1983,LVA,11.15093,52.43972
Latvia,1984,LVA,11.39347,53.00053
Latvia,1985,LVA,10.6231,45.49139
Latvia,1986,LVA,8.832312,38.77306
Latvia,1987,LVA,10.62801,32.40071
Latvia,1988,LVA,9.422872,34.17647
Latvia,1989,LVA,11.68672,36.23455
Latvia,1990,LVA,8.305492,41.49391
Latvia,1991,LVA,9.872416,43.92165
Latvia,1992,LVA,11.43828,54.53308
Latvia,1993,LVA,13.42937,67.03622
Latvia,1994,LVA,11.25131,65.94627
Latvia,1995,LVA,11.79434,64.98832
Latvia,1996,LVA,10.75871,58.97634
Latvia,1997,LVA,10.56331,56.41026
Latvia,1998,LVA,10.02606,54.36982
Latvia,1999,LVA,10.01683,47.12212
Latvia,2000,LVA,8.682847,50.59778
Latvia,2002,LVA,8.689015,43.02149
Latvia,2003,LVA,7.310288,39.45029
Latvia,2004,LVA,6.048817,36.66391
Lebanon,2004,LBN,5.278940678,6.463245392
Lesotho,2004,LSO,5.889326096,10.65846539
Liberia,2004,LBR,3.77520299,10.86085796
Libya,2004,LBY,4.159276009,5.09806776
Lithuania,1981,LTU,9.391936,59.5271
Lithuania,1982,LTU,10.94309,57.98292
Lithuania,1985,LTU,11.62064,57.3445
Lithuania,1986,LTU,8.948446,41.92893
Lithuania,1987,LTU,9.742769,48.08079
Lithuania,1988,LTU,10.22528,41.86627
Lithuania,1989,LTU,8.518539,45.26484
Lithuania,1990,LTU,8.18327,43.23142
Lithuania,1991,LTU,10.01307,51.08331
Lithuania,1992,LTU,11.65289,56.6729
Lithuania,1993,LTU,12.01923,72.05504
Lithuania,1994,LTU,11.82504,80.42894
Lithuania,1995,LTU,13.48254,77.84416
Lithuania,1996,LTU,14.54227,78.36723
Lithuania,1997,LTU,12.66714,76.52863
Lithuania,1998,LTU,11.8952,72.58926
Lithuania,1999,LTU,11.7318,73.37201
Lithuania,2000,LTU,13.98588,75.07941
Lithuania,2001,LTU,12.04878,71.12936
Lithuania,2002,LTU,10.12422,74.2965
Lithuania,2003,LTU,11.06494,67.59232
Lithuania,2004,LTU,11.23422,63.30873
Luxembourg,2004,LUX,5.768095493,19.57855034
Macedonia,1991,MKD,5.264551,10.34967
Macedonia,1992,MKD,5.215999,9.974013
Macedonia,1993,MKD,5.450121,10.00163
Macedonia,1994,MKD,4.786742,8.331466
Macedonia,1995,MKD,4.383663,8.760571
Macedonia,1996,MKD,4.035392,10.43821
Macedonia,1997,MKD,3.823972,11.31281
Macedonia,1998,MKD,5.2374,9.417238
Macedonia,1999,MKD,4.723891,11.20772
Macedonia,2000,MKD,4.055635,9.676953
Macedonia,2001,MKD,3.230196,10.42244
Macedonia,2002,MKD,4.228063,9.458357
Macedonia,2003,MKD,3.42506,8.966763
Macedonia,2004,MKD,3.403936386,12.57811737
Madagascar,2004,MDG,4.220290184,7.469148636
Malawi,2004,MWI,6.541824818,14.21405125
Malaysia,2004,MYS,5.219151974,11.24002647
Maldives,2004,MDV,19.88921928,24.83204079
Mali,2004,MLI,5.074855328,12.14257908
Malta,2004,MLT,2.803545952,6.397085667
Marshall Islands,2004,MHL,7.016569614,7.452305794
Mauritania,2004,MRT,4.997253418,8.99184227
Mauritius,1961,MUS,0.8261023,8.109496
Mauritius,1962,MUS,0.9853638,4.714847
Mauritius,1963,MUS,0.6893913,6.914414
Mauritius,1964,MUS,1.376559,6.4175
Mauritius,1965,MUS,0.7797109,9.672784
Mauritius,1966,MUS,2.230799,8.486679
Mauritius,1967,MUS,1.89526,5.040606
Mauritius,1968,MUS,1.699673,4.105849
Mauritius,1969,MUS,0.234245,3.315053
Mauritius,1970,MUS,0.8703529,3.976964
Mauritius,1971,MUS,2.449282,7.430753
Mauritius,1972,MUS,1.042842,4.729221
Mauritius,1973,MUS,4.143795,12.32525
Mauritius,1974,MUS,2.354944,7.918767
Mauritius,1975,MUS,4.791313,12.88013
Mauritius,1976,MUS,5.306667,8.530642
Mauritius,1977,MUS,3.497532,9.382297
Mauritius,1978,MUS,3.660588,13.34285
Mauritius,1979,MUS,3.85744,12.43535
Mauritius,1980,MUS,,6.507028
Mauritius,1981,MUS,1.682621,2.273843
Mauritius,1982,MUS,0.7379744,3.131053
Mauritius,1983,MUS,1.874342,1.766145
Mauritius,1984,MUS,9.486123,15.18018
Mauritius,1985,MUS,7.364926,14.71901
Mauritius,1986,MUS,1.337873,3.849217
Mauritius,1987,MUS,10.09053,18.45087
Mauritius,1988,MUS,10.14206,24.74358
Mauritius,1989,MUS,7.237272,22.54805
Mauritius,1990,MUS,10.16941,19.33844
Mauritius,1991,MUS,8.037538,18.88888
Mauritius,1992,MUS,8.41322,20.53346
Mauritius,1993,MUS,8.027224,18.11204
Mauritius,1994,MUS,3.82664,19.3467
Mauritius,1995,MUS,6.123081,22.02524
Mauritius,1996,MUS,6.467022,21.04854
Mauritius,1997,MUS,3.519147,18.15487
Mauritius,1998,MUS,6.959721,19.75582
Mauritius,1999,MUS,8.945867,19.72894
Mauritius,2000,MUS,4.995429,18.36972
Mauritius,2001,MUS,6.136876,13.11333
Mauritius,2002,MUS,4.66105,17.32174
Mauritius,2003,MUS,3.985688,10.97633
Mauritius,2004,MUS,3.52988,12.40219
Mexico,1955,MEX,0.7036235,2.442184
Mexico,1956,MEX,1.010261,3.054957
Mexico,1957,MEX,1.000293,3.093501
Mexico,1958,MEX,1.090594,3.744399
Mexico,1959,MEX,1.153708,4.117249
Mexico,1960,MEX,1.267063,3.810233
Mexico,1961,MEX,0.9837637,3.786989
Mexico,1962,MEX,0.7359514,3.753606
Mexico,1963,MEX,1.070004,3.94489
Mexico,1964,MEX,1.06657,3.859069
Mexico,1965,MEX,1.139985,3.520888
Mexico,1966,MEX,1.055895,3.498576
Mexico,1967,MEX,1.275057,4.198729
Mexico,1968,MEX,0.8262541,3.522933
Mexico,1969,MEX,0.2955154,1.750028
Mexico,1970,MEX,0.5537056,2.704732
Mexico,1971,MEX,0.3251885,1.672822
Mexico,1972,MEX,0.3462555,1.668862
Mexico,1973,MEX,0.3002614,1.54622
Mexico,1974,MEX,0.9812592,4.694814
Mexico,1975,MEX,0.7468019,3.877176
Mexico,1976,MEX,0.7708514,3.485934
Mexico,1977,MEX,0.8056478,4.002292
Mexico,1978,MEX,0.8383937,3.61315
Mexico,1979,MEX,0.7557345,3.385037
Mexico,1980,MEX,0.6704537,2.958694
Mexico,1981,MEX,0.8834986,3.611081
Mexico,1982,MEX,0.8242058,3.569586
Mexico,1983,MEX,0.7340415,3.16798
Mexico,1984,MEX,0.4477717,2.735613
Mexico,1985,MEX,0.7602599,4.388904
Mexico,1986,MEX,0.7355883,4.931581
Mexico,1987,MEX,0.8270538,4.761468
Mexico,1988,MEX,0.7707267,4.675809
Mexico,1989,MEX,0.8070925,5.103009
Mexico,1990,MEX,0.7400703,5.159819
Mexico,1991,MEX,0.8179485,5.271922
Mexico,1992,MEX,0.850549,5.644625
Mexico,1993,MEX,0.8181823,5.828907
Mexico,1994,MEX,0.9178948,6.185221
Mexico,1995,MEX,0.9948026,6.563968
Mexico,1996,MEX,1.055193,6.434082
Mexico,1997,MEX,1.104328,6.783051
Mexico,1998,MEX,1.03723,6.607656
Mexico,1999,MEX,1.020981,6.469207
Mexico,2000,MEX,1.06394,6.586875
Mexico,2001,MEX,1.325666,6.934207
Mexico,2002,MEX,1.274557,6.927197
Mexico,2003,MEX,1.343468,7.313923
Mexico,2004,MEX,1.295992,7.273506
Micronesia,2004,FSM,4.526386261,4.994344711
Moldova,1981,MDA,10.5142,31.79197
Moldova,1982,MDA,10.14406,33.56363
Moldova,1985,MDA,9.151825,34.78332
Moldova,1986,MDA,9.944036,29.58637
Moldova,1987,MDA,9.799662,25.8159
Moldova,1988,MDA,8.88693,26.58922
Moldova,1989,MDA,8.246838,28.17586
Moldova,1990,MDA,6.287681,25.35026
Moldova,1991,MDA,8.331331,27.13063
Moldova,1992,MDA,6.45459,27.22224
Moldova,1993,MDA,6.722978,28.77981
Moldova,1994,MDA,7.346989,31.21967
Moldova,1995,MDA,7.698922,31.1594
Moldova,1996,MDA,5.795405,31.53888
Moldova,1997,MDA,5.846859,30.08745
Moldova,1998,MDA,5.669214,27.69531
Moldova,1999,MDA,4.727281,28.15378
Moldova,2000,MDA,3.701661,26.76741
Moldova,2001,MDA,4.849782,29.66905
Moldova,2002,MDA,4.689592,27.17534
Moldova,2003,MDA,4.040868,29.75085
Moldova,2004,MDA,4.56739,27.48099
Monaco,2004,MCO,6.649781227,16.13042831
Mongolia,2004,MNG,5.467162132,21.09290123
Morocco,2004,MAR,2.103894472,2.114463806
Mozambique,2004,MOZ,7.518768787,14.27197266
Myanmar,2004,MMR,8.503791809,11.88899899
Namibia,2004,NAM,6.017440796,10.43633842
Nauru,2004,NRU,7.383360386,
Nepal,2004,NPL,11.0800848,12.46957016
Netherlands,1950,NLD,3.744579,8.039651
Netherlands,1951,NLD,4.227506,8.482972
Netherlands,1952,NLD,4.422934,8.698343
Netherlands,1953,NLD,4.562708,9.010217
Netherlands,1954,NLD,4.202166,8.812166
Netherlands,1955,NLD,4.493865,7.916481
Netherlands,1956,NLD,4.742193,7.391158
Netherlands,1957,NLD,5.203328,7.700355
Netherlands,1958,NLD,4.85878,8.729427
Netherlands,1959,NLD,5.18896,8.965101
Netherlands,1960,NLD,4.930501,8.495128
Netherlands,1961,NLD,4.54734,8.769533
Netherlands,1962,NLD,5.07273,8.121627
Netherlands,1963,NLD,4.33125,8.018279
Netherlands,1964,NLD,4.747222,8.375566
Netherlands,1965,NLD,4.985938,8.748899
Netherlands,1966,NLD,5.025103,9.091191
Netherlands,1967,NLD,4.292456,8.141103
Netherlands,1968,NLD,4.444892,7.997426
Netherlands,1969,NLD,5.425861,9.161488
Netherlands,1970,NLD,5.844768,9.999104
Netherlands,1971,NLD,6.256476,9.85916
Netherlands,1972,NLD,6.132082,10.01003
Netherlands,1973,NLD,7.13018,9.965838
Netherlands,1974,NLD,7.009837,10.98987
Netherlands,1975,NLD,6.755897,10.67603
Netherlands,1976,NLD,6.569001,11.74353
Netherlands,1977,NLD,6.404231,11.35804
Netherlands,1978,NLD,7.609007,10.81731
Netherlands,1979,NLD,8.34603,11.42149
Netherlands,1980,NLD,6.768595,12.25749
Netherlands,1981,NLD,7.055374,11.62244
Netherlands,1982,NLD,7.512334,12.28275
Netherlands,1983,NLD,8.236408,13.58843
Netherlands,1984,NLD,8.413709,14.05566
Netherlands,1985,NLD,7.089713,13.42081
Netherlands,1986,NLD,7.230734,12.60984
Netherlands,1987,NLD,7.297407,12.37732
Netherlands,1988,NLD,6.42893,11.90292
Netherlands,1989,NLD,6.523096,11.62136
Netherlands,1990,NLD,6.01471,10.99034
Netherlands,1991,NLD,6.40885,12.30201
Netherlands,1992,NLD,6.017884,12.19641
Netherlands,1993,NLD,5.763029,11.95048
Netherlands,1994,NLD,5.500875,12.48828
Netherlands,1995,NLD,5.538633,11.48045
Netherlands,1996,NLD,5.657825,11.84606
Netherlands,1997,NLD,5.608297,12.00938
Netherlands,1998,NLD,5.297546,11.37566
Netherlands,1999,NLD,5.338056,11.32623
Netherlands,2000,NLD,5.102808,11.08765
Netherlands,2001,NLD,4.81331,10.94884
Netherlands,2002,NLD,5.074299,11.49452
Netherlands,2003,NLD,4.740516,10.90696
Netherlands,2004,NLD,4.820316,10.90343
New Zealand,1950,NZL,4.481789,13.89064
New Zealand,1951,NZL,4.672656,14.91607
New Zealand,1952,NZL,5.083133,15.44309
New Zealand,1953,NZL,5.456119,14.08076
New Zealand,1954,NZL,4.08312,13.28927
New Zealand,1955,NZL,4.86399,13.36108
New Zealand,1956,NZL,6.256191,12.77258
New Zealand,1957,NZL,5.678879,14.48438
New Zealand,1958,NZL,5.049273,15.47747
New Zealand,1959,NZL,4.172358,14.46098
New Zealand,1960,NZL,5.637225,15.0164
New Zealand,1961,NZL,4.213583,13.98603
New Zealand,1962,NZL,5.705343,12.55061
New Zealand,1963,NZL,7.09114,13.5933
New Zealand,1964,NZL,6.523703,10.69769
New Zealand,1965,NZL,6.486658,13.44075
New Zealand,1966,NZL,7.067789,12.77665
New Zealand,1967,NZL,6.267512,15.63173
New Zealand,1968,NZL,6.611498,14.34453
New Zealand,1969,NZL,7.370731,14.42566
New Zealand,1970,NZL,6.69521,13.80316
New Zealand,1971,NZL,6.462817,11.45277
New Zealand,1972,NZL,6.371082,12.8555
New Zealand,1973,NZL,5.389634,13.34896
New Zealand,1974,NZL,5.982979,13.4118
New Zealand,1975,NZL,6.664862,13.81855
New Zealand,1976,NZL,6.122365,13.45243
New Zealand,1977,NZL,7.341437,17.74372
New Zealand,1978,NZL,7.50095,13.92594
New Zealand,1979,NZL,5.64398,14.39595
New Zealand,1980,NZL,7.007597,14.81399
New Zealand,1981,NZL,4.823435,15.79176
New Zealand,1982,NZL,6.611544,16.25312
New Zealand,1983,NZL,6.228209,15.45569
New Zealand,1984,NZL,5.417628,18.31777
New Zealand,1985,NZL,4.880707,15.46376
New Zealand,1986,NZL,6.580908,18.28667
New Zealand,1987,NZL,5.825074,21.75726
New Zealand,1988,NZL,5.668206,22.54321
New Zealand,1989,NZL,5.311521,22.05261
New Zealand,1990,NZL,5.137218,21.46452
New Zealand,1991,NZL,5.128064,21.63859
New Zealand,1992,NZL,5.231815,22.40842
New Zealand,1993,NZL,4.999377,19.34185
New Zealand,1994,NZL,5.328048,22.47202
New Zealand,1995,NZL,6.067229,23.36297
New Zealand,1996,NZL,5.941496,22.9649
New Zealand,1997,NZL,6.336947,23.70467
New Zealand,1998,NZL,6.807942,23.57084
New Zealand,1999,NZL,6.696422,20.3601
New Zealand,2000,NZL,4.168914,19.92565
New Zealand,2001,NZL,5.886771,20.36251
New Zealand,2002,NZL,5.621368,18.08962
New Zealand,2003,NZL,6.62168,18.50447
New Zealand,2004,NZL,5.336744,18.7397
Nicaragua,2004,NIC,5.211092949,19.36138535
Niger,2004,NER,5.039722919,13.03199673
Nigeria,2004,NGA,5.225975037,10.24538708
Niue,2004,NIU,3.615885019,4.736305237
North Korea,2004,PRK,3.947198868,5.744086266
Norway,1951,NOR,2.511076,9.586143
Norway,1952,NOR,3.233227,9.674347
Norway,1953,NOR,3.739577,10.26842
Norway,1954,NOR,2.320111,11.47895
Norway,1955,NOR,2.835984,10.91266
Norway,1956,NOR,2.458401,11.01718
Norway,1957,NOR,2.591909,10.88116
Norway,1958,NOR,2.396795,10.88523
Norway,1959,NOR,3.491517,10.94218
Norway,1960,NOR,2.268944,9.923195
Norway,1961,NOR,2.481758,10.12493
Norway,1962,NOR,2.784527,11.8351
Norway,1963,NOR,3.785133,10.9406
Norway,1964,NOR,2.76714,10.57239
Norway,1965,NOR,3.257871,11.25852
Norway,1966,NOR,3.103798,9.917175
Norway,1967,NOR,3.112187,9.680084
Norway,1968,NOR,3.539284,11.62396
Norway,1969,NOR,3.067463,12.2322
Norway,1970,NOR,4.704581,11.31155
Norway,1971,NOR,3.96741,11.69867
Norway,1972,NOR,4.859923,12.30194
Norway,1973,NOR,3.832234,12.6014
Norway,1974,NOR,4.290132,15.68005
Norway,1975,NOR,5.209936,13.57743
Norway,1976,NOR,5.316265,15.16921
Norway,1977,NOR,5.847558,16.34398
Norway,1978,NOR,5.967258,16.50862
Norway,1979,NOR,6.941861,16.30507
Norway,1980,NOR,6.125055,17.19674
Norway,1981,NOR,6.097747,18.20749
Norway,1982,NOR,7.106333,19.63434
Norway,1983,NOR,7.45241,20.02865
Norway,1984,NOR,6.493855,20.25437
Norway,1985,NOR,7.075398,19.7182
Norway,1986,NOR,6.891037,19.11323
Norway,1987,NOR,7.194898,21.47536
Norway,1988,NOR,8.539811,22.80284
Norway,1989,NOR,7.523332,20.99599
Norway,1990,NOR,7.021215,21.06987
Norway,1991,NOR,7.08075,21.73295
Norway,1992,NOR,6.815001,19.269
Norway,1993,NOR,5.635677,19.00583
Norway,1994,NOR,6.18733,16.54569
Norway,1995,NOR,5.659612,17.49037
Norway,1996,NOR,5.425931,16.32568
Norway,1997,NOR,5.889028,16.12466
Norway,1998,NOR,6.086514,17.13272
Norway,1999,NOR,6.462259,18.41498
Norway,2000,NOR,5.419983,17.4731
Norway,2001,NOR,5.784705,16.88968
Norway,2002,NOR,5.360832,14.7379
Norway,2003,NOR,5.2304,15.48331
Norway,2004,NOR,6.822908,14.72305
Oman,2004,OMN,0.510549843,5.770564079
Pakistan,2004,PAK,13.0262146,12.80295563
Palau,2004,PLW,4.798904896,6.420404434
Panama,1984,PAN,0.5404561,2.677613
Panama,1985,PAN,1.320754,4.880816
Panama,1986,PAN,1.417001,7.453704
Panama,1987,PAN,2.05939,7.03057
Panama,1988,PAN,1.931315,6.491446
Panama,1989,PAN,0.8963737,5.891897
Panama,1996,PAN,1.198894,7.942142
Panama,1997,PAN,1.678765,9.672293
Panama,1998,PAN,1.868072,9.496749
Panama,1999,PAN,1.375172,9.451866
Panama,2000,PAN,1.323197,9.406568
Panama,2001,PAN,1.664682,9.974922
Panama,2002,PAN,2.152816,9.449
Panama,2003,PAN,1.405318,12.00731
Panama,2004,PAN,2.161664,10.25313
Papua New Guinea,2004,PNG,9.99246788,13.90877914
Paraguay,1994,PRY,1.436651,4.584146
Paraguay,1995,PRY,1.499484,4.374225
Paraguay,1996,PRY,1.304838,3.474399
Paraguay,1997,PRY,1.73492,3.944752
Paraguay,1998,PRY,1.782107,4.748592
Paraguay,1999,PRY,2.292752,4.835973
Paraguay,2000,PRY,1.923762,4.807024
Paraguay,2001,PRY,2.041138,4.397122
Paraguay,2002,PRY,2.415609,4.405669
Paraguay,2003,PRY,1.44981,5.352427
Paraguay,2004,PRY,2.680549,6.300021
Peru,2004,PER,1.100675225,2.261820793
Philippines,1992,PHL,0.3531852,0.9311314
Philippines,1993,PHL,1.117274,1.832395
Philippines,1997,PHL,0.6920957,2.038935
Philippines,1998,PHL,0.6745756,2.246799
Philippines,1999,PHL,0.8156066,2.524964
Philippines,2000,PHL,1.070988,3.356358
Philippines,2001,PHL,0.818037,2.850168
Philippines,2002,PHL,0.8554534,2.912669
Philippines,2003,PHL,1.090869,3.327663
Philippines,2004,PHL,0.978919387,2.897451401
Poland,1959,POL,2.747147,12.70909
Poland,1960,POL,3.093132,15.26993
Poland,1961,POL,3.454455,16.48747
Poland,1962,POL,3.917751,17.04397
Poland,1963,POL,3.069671,15.9283
Poland,1964,POL,3.544581,15.60385
Poland,1965,POL,3.45191,16.65403
Poland,1966,POL,3.494119,18.33489
Poland,1967,POL,3.588097,18.63399
Poland,1968,POL,3.730314,19.29843
Poland,1969,POL,4.121762,19.67064
Poland,1970,POL,3.980076,19.90533
Poland,1971,POL,3.948938,20.53902
Poland,1972,POL,4.001822,20.81304
Poland,1973,POL,4.150195,20.09303
Poland,1974,POL,4.003276,18.91307
Poland,1975,POL,3.546349,19.47337
Poland,1976,POL,3.812861,20.64356
Poland,1977,POL,3.852462,21.1773
Poland,1978,POL,3.962742,22.7674
Poland,1979,POL,3.860626,21.77376
Poland,1983,POL,4.08059,20.75966
Poland,1984,POL,4.651175,23.47479
Poland,1985,POL,4.246272,22.48614
Poland,1986,POL,4.181237,22.05907
Poland,1987,POL,4.44194,22.32526
Poland,1988,POL,4.055269,20.4385
Poland,1989,POL,3.455828,19.20991
Poland,1990,POL,4.15857,21.80875
Poland,1991,POL,4.081217,23.52237
Poland,1992,POL,4.548273,24.77587
Poland,1993,POL,4.538097,24.1463
Poland,1994,POL,4.06301,23.88444
Poland,1995,POL,4.197458,23.23887
Poland,1996,POL,4.055182,22.86383
Poland,1999,POL,3.801051,23.99116
Poland,2000,POL,4.231325,24.09536
Poland,2001,POL,3.653028,24.36005
Poland,2002,POL,4.133393,23.81813
Poland,2003,POL,3.708668,23.72717
Poland,2004,POL,3.808252,24.48841
Portugal,1955,PRT,3.702455,17.64085
Portugal,1956,PRT,3.940488,19.45899
Portugal,1957,PRT,3.718987,15.13619
Portugal,1958,PRT,4.296834,15.86168
Portugal,1959,PRT,3.593614,17.57792
Portugal,1960,PRT,3.828558,15.62394
Portugal,1961,PRT,4.325647,15.59241
Portugal,1962,PRT,3.634641,15.29534
Portugal,1963,PRT,3.943712,16.98588
Portugal,1964,PRT,3.662016,17.21899
Portugal,1965,PRT,3.698461,16.74667
Portugal,1966,PRT,4.279377,16.89507
Portugal,1967,PRT,4.116631,17.8147
Portugal,1968,PRT,4.191739,16.24837
Portugal,1969,PRT,3.755364,15.34483
Portugal,1970,PRT,3.451541,14.00468
Portugal,1971,PRT,3.051788,14.65669
Portugal,1972,PRT,3.389121,13.66216
Portugal,1973,PRT,3.84974,13.8918
Portugal,1974,PRT,4.067813,13.44235
Portugal,1975,PRT,3.812816,13.58661
Portugal,1976,PRT,3.584012,14.80046
Portugal,1977,PRT,4.169503,14.78496
Portugal,1978,PRT,4.579728,15.07431
Portugal,1979,PRT,4.602372,16.00327
Portugal,1980,PRT,3.716932,11.57745
Portugal,1981,PRT,4.197906,11.37313
Portugal,1982,PRT,4.521269,11.82911
Portugal,1983,PRT,4.759202,14.21444
Portugal,1984,PRT,5.48386,14.50422
Portugal,1985,PRT,4.810634,13.71392
Portugal,1986,PRT,4.44743,13.12105
Portugal,1987,PRT,4.137074,13.70485
Portugal,1988,PRT,3.085557,11.75629
Portugal,1989,PRT,3.051861,10.24533
Portugal,1990,PRT,3.523117,11.86659
Portugal,1991,PRT,3.671722,12.90046
Portugal,1992,PRT,3.683841,11.33786
Portugal,1993,PRT,2.952558,10.25197
Portugal,1994,PRT,2.548767,10.36056
Portugal,1995,PRT,3.395956,10.00548
Portugal,1996,PRT,2.22119,8.146134
Portugal,1997,PRT,2.068861,7.980776
Portugal,1998,PRT,1.814767,6.792208
Portugal,1999,PRT,1.79163,6.400009
Portugal,2000,PRT,1.389155,6.44314
Portugal,2001,PRT,2.32396,9.318607
Portugal,2002,PRT,3.671439,14.73372
Portugal,2003,PRT,3.534476,13.41181
Portugal,2004,PRT,3.381770134,13.76813889
Qatar,2004,QAT,1.045888662,2.964822054
Romania,1989,ROU,5.014796,16.06707
Romania,1990,ROU,4.192598,12.80949
Romania,1991,ROU,3.973474,13.64045
Romania,1992,ROU,4.349811,17.55805
Romania,1993,ROU,4.347254,18.59851
Romania,1994,ROU,4.401498,19.49762
Romania,1995,ROU,4.051436,19.07028
Romania,1996,ROU,3.588795,19.61836
Romania,1997,ROU,3.560557,20.02037
Romania,1998,ROU,3.631034,19.44814
Romania,1999,ROU,3.619731,18.49115
Romania,2000,ROU,3.615755,19.07485
Romania,2002,ROU,3.855283,21.09002
Romania,2003,ROU,3.69424,19.59083
Romania,2004,ROU,3.121014,18.64492
Russia,1980,RUS,11.74176,58.29149
Russia,1981,RUS,11.10731,57.86173
Russia,1982,RUS,11.11159,58.34574
Russia,1985,RUS,10.43172,51.74969
Russia,1986,RUS,9.077941,36.58615
Russia,1987,RUS,8.884953,37.2289
Russia,1988,RUS,9.290985,38.88858
Russia,1989,RUS,8.938926,42.18855
Russia,1990,RUS,9.153014,43.18558
Russia,1991,RUS,8.857314,43.42383
Russia,1992,RUS,9.652694,50.95888
Russia,1993,RUS,10.85074,63.54155
Russia,1994,RUS,11.25802,70.80212
Russia,1995,RUS,11.46194,68.898
Russia,1996,RUS,10.38183,65.76081
Russia,1997,RUS,10.09711,61.91758
Russia,1998,RUS,9.408822,57.94143
Russia,1999,RUS,10.43329,63.71744
Russia,2000,RUS,9.611029,64.35001
Russia,2001,RUS,9.607494,64.83901
Russia,2002,RUS,9.507463,61.97556
Russia,2003,RUS,8.762399,57.86199
Russia,2004,RUS,8.535518,54.67918
Rwanda,2004,RWA,8.442500114,18.921278
Saint Lucia,2004,LCA,3.418027878,13.45894718
Saint Vincent and the Grenadines,2004,VCT,2.656747818,16.99948692
Samoa,2004,WSM,5.327689648,5.689428329
San Marino,2004,SMR,1.48657012,11.30418301
Sao Tome and Principe,2004,STP,4.831316948,16.89408112
Saudi Arabia,2004,SAU,1.565913439,9.673741341
Senegal,2004,SEN,4.915722847,8.77296257
Serbia,1998,SRB,8.27764,22.89251
Serbia,1999,SRB,8.78235,24.31089
Serbia,2000,SRB,8.410382,23.60471
Serbia,2001,SRB,7.373667,22.51401
Serbia,2002,SRB,6.859787,22.5509
Serbia,2003,SRB,6.705021,21.68016
Serbia,2004,SRB,6.408779,20.55656
Serbia and Montenegro,1997,OWID_SRM,8.296897,20.46484
Serbia and Montenegro,1998,OWID_SRM,7.301694,18.44108
Serbia and Montenegro,1999,OWID_SRM,7.754066,19.36547
Serbia and Montenegro,2000,OWID_SRM,7.298211,19.00419
Serbia and Montenegro,2001,OWID_SRM,7.597809,21.81269
Serbia and Montenegro,2002,OWID_SRM,6.965185,22.51922
Serbia and Montenegro,2004,OWID_SRM,7.888039589,21.85721207
Seychelles,2004,SYC,0.181349486,18.95357704
Sierra Leone,2004,SLE,5.969195366,18.47812271
Singapore,1963,SGP,8.783051,23.81263
Singapore,1964,SGP,6.314593,26.285
Singapore,1965,SGP,9.557222,20.56229
Singapore,1966,SGP,12.75478,21.63776
Singapore,1967,SGP,12.00578,20.38548
Singapore,1968,SGP,13.36652,26.26588
Singapore,1969,SGP,9.926293,19.04925
Singapore,1970,SGP,10.17527,18.08541
Singapore,1971,SGP,12.70751,21.16017
Singapore,1972,SGP,10.04345,24.37683
Singapore,1973,SGP,12.3076,19.51924
Singapore,1974,SGP,11.04292,17.56336
Singapore,1975,SGP,12.11277,21.20148
Singapore,1976,SGP,13.04941,17.15116
Singapore,1977,SGP,10.16335,17.07851
Singapore,1978,SGP,11.37953,19.87191
Singapore,1979,SGP,11.69068,16.96606
Singapore,1980,SGP,11.12292,15.53009
Singapore,1981,SGP,7.922733,10.35475
Singapore,1982,SGP,9.559989,13.58239
Singapore,1983,SGP,10.14531,14.48873
Singapore,1984,SGP,8.15266,11.12177
Singapore,1985,SGP,11.86326,17.34895
Singapore,1986,SGP,11.81259,17.41698
Singapore,1987,SGP,10.68006,15.77262
Singapore,1988,SGP,11.93868,19.11974
Singapore,1989,SGP,14.02505,18.14982
Singapore,1990,SGP,11.16215,15.68499
Singapore,1991,SGP,8.649853,13.34104
