Entity,Year,Country code,female suicide rate,male suicide rate
Czechoslovakia,1979,OWID_CZS,8.442943,29.62473
Czechoslovakia,1980,OWID_CZS,8.96263,29.17159
Czechoslovakia,1981,OWID_CZS,8.35686,29.75902
Czechoslovakia,1982,OWID_CZS,8.420896,29.4701
Czechoslovakia,1983,OWID_CZS,7.684603,28.7247
Czechoslovakia,1984,OWID_CZS,7.789109,27.22851
Czechoslovakia,1985,OWID_CZS,7.603957,28.21199
Czechoslovakia,1986,OWID_CZS,8.296039,27.94246
Czechoslovakia,1987,OWID_CZS,7.126152,26.48314
Czechoslovakia,1988,OWID_CZS,7.823055,25.4025
Czechoslovakia,1989,OWID_CZS,7.449316,25.91082
Czechoslovakia,1990,OWID_CZS,7.312033,26.09548
Czechoslovakia,1991,OWID_CZS,6.509547,25.53351
Democratic Republic of Congo,2004,COD,7.275096893,22.83854675
Denmark,1951,DNK,14.27589,31.32044
Denmark,1952,DNK,13.60956,30.45185
Denmark,1953,DNK,14.99642,31.37524
Denmark,1954,DNK,14.17499,30.40771
Denmark,1955,DNK,13.67732,30.97018
Denmark,1956,DNK,13.69933,29.09921
Denmark,1957,DNK,13.39697,28.34923
Denmark,1958,DNK,12.22714,27.46453
Denmark,1959,DNK,12.22801,27.81066
Denmark,1960,DNK,12.29644,25.86381
Denmark,1961,DNK,10.22965,21.17315
Denmark,1962,DNK,12.1017,23.74335
Denmark,1963,DNK,11.66955,24.21169
Denmark,1964,DNK,13.73748,25.21853
Denmark,1965,DNK,13.10448,22.6092
Denmark,1966,DNK,10.9374,21.96172
Denmark,1967,DNK,10.3449,22.24749
Denmark,1968,DNK,13.05375,24.91305
Denmark,1969,DNK,13.89309,24.86479
Denmark,1970,DNK,13.90803,25.70774
Denmark,1971,DNK,16.16964,29.20166
Denmark,1972,DNK,15.63836,28.12346
Denmark,1973,DNK,16.18154,27.28619
Denmark,1974,DNK,15.7398,31.18245
Denmark,1975,DNK,16.26976,27.59382
Denmark,1976,DNK,15.06202,28.01597
Denmark,1977,DNK,15.28153,28.48381
Denmark,1978,DNK,16.32782,25.56833
Denmark,1979,DNK,17.30851,29.62135
Denmark,1980,DNK,19.64175,37.48591
Denmark,1981,DNK,18.21034,34.94788
Denmark,1982,DNK,18.18115,33.90575
Denmark,1983,DNK,16.89326,32.74146
Denmark,1984,DNK,17.36956,32.48964
Denmark,1985,DNK,17.33599,30.75394
Denmark,1986,DNK,16.5684,31.02541
Denmark,1987,DNK,16.34699,31.27021
Denmark,1988,DNK,14.99911,28.76131
Denmark,1989,DNK,15.84603,28.80078
Denmark,1990,DNK,12.48864,27.12779
Denmark,1991,DNK,11.45446,25.38968
Denmark,1992,DNK,11.56925,24.24527
Denmark,1993,DNK,11.54635,24.28328
Denmark,1994,DNK,8.818576,21.77519
Denmark,1995,DNK,8.247846,20.36607
Denmark,1996,DNK,7.469941,20.20683
Denmark,1997,DNK,7.441717,17.90091
Denmark,1998,DNK,6.114258,17.51659
Denmark,1999,DNK,5.802166,18.22346
Denmark,2000,DNK,5.379292,16.83931
Denmark,2001,DNK,5.794447,15.95645
Denmark,2002,DNK,4.873204,15.77691
Denmark,2003,DNK,4.299984,14.6668
Denmark,2004,DNK,5.689239,14.70355
Djibouti,2004,DJI,4.231966019,5.834711552
Dominica,2004,DMA,1.783265352,10.12273216
Dominican Republic,2004,DOM,2.461356163,10.59158802
East Germany,1973,OWID_GDR,19.24329,40.18268
East Germany,1974,OWID_GDR,20.03715,42.25063
East Germany,1989,OWID_GDR,11.11047,32.29626
East Germany,1990,OWID_GDR,9.880279,30.04755
Ecuador,2004,ECU,4.690472603,12.40048885
Egypt,1973,EGY,0.1022943,0.1149809
Egypt,1974,EGY,0.0326752,0.0971511
Egypt,1975,EGY,0.0822208,0.1955052
Egypt,1976,EGY,0.0929138,0.1452098
Egypt,1977,EGY,0.265601,0.4956282
Egypt,1978,EGY,0.1156929,0.3217689
Egypt,1979,EGY,0.1334831,0.265837
Egypt,1980,EGY,0.0244919,0.0607529
Egypt,1987,EGY,0.0503436,0.0837336
Egypt,2000,EGY,0.0398939,0.1180779
Egypt,2004,EGY,1.606142759,2.018912554
El Salvador,2004,SLV,4.166975021,13.28527927
Equatorial Guinea,2004,GNQ,7.129074574,13.45966053
Eritrea,2004,ERI,6.53256464,12.03790283
Estonia,1981,EST,14.60823,56.72746
Estonia,1982,EST,11.88938,51.00139
Estonia,1985,EST,9.958379,50.66416
Estonia,1986,EST,10.94282,42.33127
Estonia,1987,EST,8.646701,40.87221
Estonia,1988,EST,10.72386,36.93274
Estonia,1989,EST,12.25039,38.19986
Estonia,1990,EST,11.23726,40.95587
Estonia,1991,EST,9.974966,41.98287
Estonia,1992,EST,12.11447,50.07764
Estonia,1993,EST,12.47818,61.75784
Estonia,1994,EST,12.29944,67.70052
Estonia,1995,EST,12.85668,64.82578
Estonia,1996,EST,11.1046,62.50669
Estonia,1997,EST,9.307997,61.46761
Estonia,1998,EST,8.52366,56.36118
Estonia,1999,EST,9.188284,54.03889
Estonia,2000,EST,9.108438,41.37693
Estonia,2001,EST,8.350281,45.37378
Estonia,2002,EST,7.395526,43.11066
Estonia,2003,EST,6.736414,39.07565
Estonia,2004,EST,6.293787,37.54561
Ethiopia,2004,ETH,6.124103069,14.33747578
Fiji,2004,FJI,3.330704927,4.590774059
Finland,1952,FIN,6.338303,32.92299
Finland,1953,FIN,7.281992,31.18618
Finland,1954,FIN,7.707232,34.31158
Finland,1955,FIN,8.487377,35.88195
Finland,1956,FIN,9.074881,40.35818
Finland,1957,FIN,9.905864,38.2692
Finland,1958,FIN,9.75908,36.83294
Finland,1959,FIN,8.999933,35.11429
Finland,1960,FIN,8.933072,35.65968
Finland,1961,FIN,8.80759,36.19727
Finland,1962,FIN,9.858613,37.73875
Finland,1963,FIN,7.726057,33.52105
Finland,1964,FIN,9.401792,33.53411
Finland,1965,FIN,7.993702,34.50203
Finland,1966,FIN,8.920331,32.03278
Finland,1967,FIN,8.169849,34.32255
Finland,1968,FIN,9.504064,36.92916
Finland,1969,FIN,9.854064,39.26056
Finland,1970,FIN,8.769833,34.89272
Finland,1971,FIN,8.79709,35.09113
Finland,1972,FIN,9.229571,38.69162
Finland,1973,FIN,9.496243,36.93771
Finland,1974,FIN,9.784482,39.43605
Finland,1975,FIN,9.442504,39.36298
Finland,1976,FIN,9.485551,40.58097
Finland,1977,FIN,9.716622,40.01245
Finland,1978,FIN,8.877536,40.43987
Finland,1979,FIN,9.063207,38.42537
Finland,1980,FIN,9.321412,38.73922
Finland,1981,FIN,8.579315,36.34341
Finland,1982,FIN,9.323059,35.65261
Finland,1983,FIN,8.921499,36.87139
Finland,1984,FIN,8.673536,38.43419
Finland,1985,FIN,8.783978,37.23244
Finland,1986,FIN,10.10547,39.49035
Finland,1987,FIN,10.34389,40.41832
Finland,1988,FIN,10.0063,41.89508
Finland,1989,FIN,9.952428,42.59584
Finland,1990,FIN,10.87554,45.09116
Finland,1991,FIN,10.14119,44.28377
Finland,1992,FIN,10.12068,42.55037
Finland,1993,FIN,9.833062,40.26448
Finland,1994,FIN,10.38673,39.88553
Finland,1995,FIN,10.49015,38.98032
Finland,1996,FIN,9.45045,34.7587
Finland,1997,FIN,9.463944,37.41434
Finland,1998,FIN,8.779446,34.01262
Finland,1999,FIN,8.427931,34.14604
Finland,2000,FIN,9.725185,30.99912
Finland,2001,FIN,8.672476,32.66965
Finland,2002,FIN,8.663737,28.76064
Finland,2003,FIN,8.375106,28.25034
Finland,2004,FIN,8.453583,28.11936
France,1950,FRA,5.887676,22.18211
France,1952,FRA,5.894147,22.37906
France,1953,FRA,5.898882,22.27051
France,1954,FRA,6.149604,23.49871
France,1955,FRA,6.312592,22.88805
France,1956,FRA,7.245126,24.46199
France,1957,FRA,7.061091,22.904
France,1958,FRA,7.111049,23.08794
France,1959,FRA,7.370492,23.39717
France,1960,FRA,6.744084,22.44482
France,1961,FRA,6.47076,22.93389
France,1962,FRA,6.214105,21.7581
France,1963,FRA,6.490596,22.53988
France,1964,FRA,6.554833,21.36987
France,1965,FRA,6.369074,22.06558
France,1966,FRA,6.935515,22.50273
France,1967,FRA,6.853002,22.51647
France,1968,FRA,7.248062,21.4911
France,1969,FRA,7.167145,21.80194
France,1970,FRA,7.132113,21.40489
France,1971,FRA,7.327756,21.02992
France,1972,FRA,7.76903,21.90327
France,1973,FRA,7.306815,21.17506
France,1974,FRA,7.436042,21.22584
France,1975,FRA,7.545575,21.19529
France,1976,FRA,7.578704,21.18872
France,1977,FRA,8.381433,21.52999
France,1978,FRA,8.286058,22.80707
France,1979,FRA,8.803364,24.76836
France,1980,FRA,9.274755,25.44677
France,1981,FRA,9.157047,25.73259
France,1982,FRA,9.617654,27.47831
France,1983,FRA,9.992432,28.45543
France,1984,FRA,10.17096,28.73677
France,1985,FRA,10.40593,29.38595
France,1986,FRA,10.5879,29.63441
France,1987,FRA,10.09694,27.96375
France,1988,FRA,9.537703,26.52334
France,1989,FRA,9.432059,26.60711
France,1990,FRA,8.89199,25.78439
France,1991,FRA,8.930861,25.72661
France,1992,FRA,8.761019,26.14759
France,1993,FRA,9.271954,27.34009
France,1994,FRA,8.595119,27.0349
France,1995,FRA,8.586724,25.85716
France,1996,FRA,8.319171,24.45665
France,1997,FRA,8.143969,23.92196
France,1998,FRA,7.349611,23.11529
France,1999,FRA,7.474207,22.09909
France,2000,FRA,7.474487,23.39069
France,2001,FRA,7.268069,22.41779
France,2002,FRA,7.496887,22.44498
France,2003,FRA,7.259634,23.04079
France,2004,FRA,7.523865,22.19961
Gabon,2004,GAB,6.182321548,9.426732063
Gambia,2004,GMB,4.648649216,8.353575706
Georgia,1981,GEO,2.661158,10.49851
Georgia,1982,GEO,2.359338,8.221825
Georgia,1985,GEO,2.290122,6.979319
Georgia,1986,GEO,2.457144,6.713596
Georgia,1987,GEO,2.208648,6.365824
Georgia,1988,GEO,1.896613,6.671018
Georgia,1989,GEO,2.320746,6.791742
Georgia,1990,GEO,1.723654,5.492355
Georgia,1991,GEO,1.802185,5.381773
Georgia,1992,GEO,1.920067,6.691033
Georgia,1994,GEO,1.400695,4.890241
Georgia,1995,GEO,1.544716,6.330423
Georgia,1996,GEO,1.676831,7.206788
Georgia,1997,GEO,1.523687,7.287419
Georgia,1998,GEO,1.173226,5.439614
Georgia,1999,GEO,1.609125,6.903577
Georgia,2000,GEO,0.8593065,4.303044
Georgia,2001,GEO,0.7854481,2.974255
Georgia,2004,GEO,0.68989259,2.613620758
Germany,1990,DEU,7.40588,20.81387
Germany,1991,DEU,7.334742,20.90132
Germany,1992,DEU,6.838923,19.98319
Germany,1993,DEU,6.26495,19.0396
Germany,1994,DEU,6.08572,19.34351
Germany,1995,DEU,6.169956,19.36314
Germany,1996,DEU,5.904619,18.24104
Germany,1997,DEU,5.762719,18.34781
Germany,1998,DEU,5.249892,17.7443
Germany,1999,DEU,5.128614,16.64838
Germany,2000,DEU,4.887512,16.49776
Germany,2001,DEU,4.835307,16.53927
Germany,2002,DEU,4.956316,16.14433
Germany,2003,DEU,4.865662,16.07198
Germany,2004,DEU,4.446264,15.41693
Ghana,2004,GHA,5.580263615,7.063313007
Greece,1961,GRC,2.885454,5.927289
Greece,1962,GRC,2.425727,4.428364
Greece,1963,GRC,2.585252,5.01931
Greece,1964,GRC,1.71491,4.708868
Greece,1965,GRC,2.053422,4.482484
Greece,1966,GRC,2.242784,4.096068
Greece,1967,GRC,2.064633,4.684091
Greece,1968,GRC,1.805746,5.258846
Greece,1969,GRC,1.958511,4.823516
Greece,1970,GRC,1.663302,4.284171
Greece,1971,GRC,1.779856,4.533696
Greece,1972,GRC,1.318437,3.665449
Greece,1973,GRC,1.712468,3.755845
Greece,1974,GRC,2.089513,4.304948
Greece,1975,GRC,1.838597,3.294004
Greece,1976,GRC,1.664181,3.50562
Greece,1977,GRC,1.696307,4.309299
Greece,1978,GRC,1.44031,3.957107
Greece,1979,GRC,1.616824,3.583891
Greece,1980,GRC,1.517045,4.301425
Greece,1981,GRC,1.785452,4.24139
Greece,1982,GRC,1.8628,4.544026
Greece,1983,GRC,1.687741,5.077846
Greece,1984,GRC,1.950024,5.209984
Greece,1985,GRC,2.097203,5.071703
Greece,1986,GRC,1.643898,5.24479
Greece,1987,GRC,1.848962,5.286321
Greece,1988,GRC,1.7138,5.156341
Greece,1989,GRC,1.665641,5.02707
Greece,1990,GRC,1.262625,4.734638
Greece,1991,GRC,1.287541,4.979847
Greece,1992,GRC,1.085906,4.566751
Greece,1993,GRC,1.538909,5.123562
Greece,1994,GRC,1.027133,4.603834
Greece,1995,GRC,0.9652933,4.981235
Greece,1996,GRC,0.8616472,4.707526
Greece,1997,GRC,0.7926515,5.209034
Greece,1998,GRC,1.318808,4.837743
Greece,1999,GRC,1.221455,4.628674
Greece,2000,GRC,1.229001,4.643847
Greece,2001,GRC,0.6871724,4.372579
Greece,2002,GRC,0.889488,3.75316
Greece,2003,GRC,1.048374,4.567214
Greece,2004,GRC,0.9383833,4.16287
Grenada,2004,GRD,0.343973368,7.362030983
Guatemala,1963,GTM,0.3510816,7.147273
Guatemala,1964,GTM,0.9152728,6.164508
Guatemala,1965,GTM,0.497628,6.440361
Guatemala,1966,GTM,0.3507546,5.178927
Guatemala,1967,GTM,1.054271,8.520576
Guatemala,1968,GTM,2.715208,7.323934
Guatemala,1969,GTM,1.308517,5.571596
Guatemala,1970,GTM,0.9226225,7.060984
Guatemala,1971,GTM,1.831857,7.08713
Guatemala,1977,GTM,0.0757692,
Guatemala,1979,GTM,0.3456988,3.080571
Guatemala,1980,GTM,0.5256463,2.639829
Guatemala,1981,GTM,0.0820086,1.346651
Guatemala,1984,GTM,0.2678788,1.537492
Guatemala,1986,GTM,1.022552,5.346683
Guatemala,1987,GTM,1.700646,5.905004
Guatemala,1988,GTM,0.8226081,4.59584
Guatemala,1989,GTM,0.8325154,3.981843
Guatemala,1990,GTM,0.7111649,3.93206
Guatemala,1991,GTM,0.8570762,3.784978
Guatemala,1992,GTM,1.093902,4.111893
Guatemala,1993,GTM,0.7572162,4.049012
Guatemala,1994,GTM,0.4675907,3.246903
Guatemala,1995,GTM,1.151244,4.400336
Guatemala,1996,GTM,0.719579,3.673022
Guatemala,1997,GTM,0.9284606,3.540285
Guatemala,1998,GTM,0.9521694,3.993678
Guatemala,1999,GTM,0.833605,4.876319
Guatemala,2000,GTM,0.748291,3.327062
Guatemala,2001,GTM,0.9213251,3.707146
Guatemala,2002,GTM,1.296,4.648741
Guatemala,2003,GTM,0.9491554,4.535077
Guatemala,2004,GTM,1.167424,3.874187
Guinea,2004,GIN,5.431053638,9.628465652
Guinea-Bissau,2004,GNB,4.794747829,10.65297794
Guyana,2004,GUY,21.24728584,50.07269669
Haiti,2004,HTI,1.005262375,2.085222006
Honduras,2004,HND,4.775053024,9.465991974
Hungary,1955,HUN,12.69632,29.80989
Hungary,1956,HUN,11.16879,28.8267
Hungary,1957,HUN,12.20223,31.86793
Hungary,1958,HUN,13.77872,33.81632
Hungary,1959,HUN,13.85482,37.93184
Hungary,1960,HUN,13.98831,35.64537
Hungary,1961,HUN,13.99279,36.41035
Hungary,1962,HUN,13.61258,35.4479
Hungary,1963,HUN,15.26564,37.48655
Hungary,1964,HUN,15.11467,40.13111
Hungary,1965,HUN,15.81352,41.3657
Hungary,1966,HUN,15.64082,40.384
Hungary,1967,HUN,15.6902,43.31554
Hungary,1968,HUN,15.97417,46.6862
Hungary,1969,HUN,15.77956,45.46218
Hungary,1970,HUN,15.99266,47.39413
Hungary,1971,HUN,17.12012,48.45286
Hungary,1972,HUN,17.37899,49.40269
Hungary,1973,HUN,16.99369,49.3895
Hungary,1974,HUN,18.6133,53.98055
Hungary,1975,HUN,17.40216,51.09961
Hungary,1976,HUN,18.89012,52.82116
Hungary,1977,HUN,19.96113,50.7207
Hungary,1978,HUN,21.01015,55.56526
Hungary,1979,HUN,20.91629,58.49247
Hungary,1980,HUN,21.00696,59.33003
Hungary,1981,HUN,22.75861,58.30769
Hungary,1982,HUN,20.2928,56.75191
Hungary,1983,HUN,20.97707,61.19543
Hungary,1984,HUN,19.90151,61.69685
Hungary,1985,HUN,17.93445,61.04953
Hungary,1986,HUN,20.27017,59.7834
Hungary,1987,HUN,19.99391,59.69981
Hungary,1988,HUN,20.06003,52.35113
Hungary,1989,HUN,17.6153,55.20204
Hungary,1990,HUN,16.15175,53.53568
Hungary,1991,HUN,15.35198,51.6224
Hungary,1992,HUN,14.68765,52.8314
Hungary,1993,HUN,13.48357,48.6875
Hungary,1994,HUN,12.38292,48.54348
Hungary,1995,HUN,11.98233,43.73508
Hungary,1996,HUN,11.87498,44.25144
Hungary,1997,HUN,10.7454,41.93054
Hungary,1998,HUN,10.44197,43.28421
Hungary,1999,HUN,10.64106,45.66346
Hungary,2000,HUN,10.67224,43.9828
Hungary,2001,HUN,9.227195,39.56583
Hungary,2002,HUN,8.776537,38.08537
Hungary,2003,HUN,8.222026,36.93882
Hungary,2004,HUN,8.70322,35.98394
Iceland,2004,ISL,5.842729092,16.97234535
India,2004,IND,14.30644226,22.67622375
Indonesia,2004,IDN,9.29459095,13.73718452
Iran,2004,IRN,5.179065228,6.884473324
Iraq,2004,IRQ,8.3937397,25.53655815
Ireland,1950,IRL,0.8519407,4.257815
Ireland,1951,IRL,1.147528,4.003328
Ireland,1952,IRL,0.8795826,3.379071
Ireland,1953,IRL,0.8431673,3.312277
Ireland,1954,IRL,0.7177907,3.295372
Ireland,1955,IRL,1.028455,3.693148
Ireland,1956,IRL,0.8246769,4.446795
Ireland,1957,IRL,1.061786,3.893486
Ireland,1958,IRL,1.196178,4.123925
Ireland,1959,IRL,1.156083,3.956746
Ireland,1960,IRL,1.646138,4.069189
Ireland,1961,IRL,1.351529,5.203468
Ireland,1962,IRL,0.8145017,2.9876
Ireland,1963,IRL,1.372869,3.79027
Ireland,1964,IRL,0.6879103,3.54006
Ireland,1965,IRL,0.4480566,3.147818
Ireland,1966,IRL,1.147462,3.492746
Ireland,1967,IRL,1.278857,3.72761
Ireland,1968,IRL,1.159696,4.147193
Ireland,1969,IRL,0.9921009,2.67232
Ireland,1970,IRL,0.5851788,3.140356
Ireland,1971,IRL,1.637786,4.504058
Ireland,1972,IRL,1.837284,4.594031
Ireland,1973,IRL,2.035601,5.228618
Ireland,1974,IRL,1.915172,6.608761
Ireland,1975,IRL,3.126245,7.340617
Ireland,1976,IRL,3.551923,8.450701
Ireland,1977,IRL,3.664815,6.463584
Ireland,1978,IRL,3.678854,7.106894
Ireland,1979,IRL,3.02496,8.901459
Ireland,1980,IRL,4.751621,9.243445
Ireland,1981,IRL,4.323764,10.07419
Ireland,1982,IRL,3.911616,10.92324
Ireland,1983,IRL,4.951054,12.13038
Ireland,1984,IRL,4.182046,9.854288
Ireland,1985,IRL,3.596939,12.77354
Ireland,1986,IRL,4.133846,12.74405
Ireland,1987,IRL,3.492118,10.98195
Ireland,1988,IRL,4.315279,11.45554
Ireland,1989,IRL,3.673987,12.67582
Ireland,1990,IRL,4.983715,15.01642
Ireland,1991,IRL,3.663033,16.62988
Ireland,1992,IRL,3.235636,17.709
Ireland,1993,IRL,3.840218,14.81147
Ireland,1994,IRL,4.877121,17.2518
Ireland,1995,IRL,4.634556,17.80962
Ireland,1996,IRL,3.451479,19.13942
Ireland,1997,IRL,4.644797,20.39075
Ireland,1998,IRL,3.808829,22.60519
Ireland,1999,IRL,4.180132,17.90702
Ireland,2000,IRL,4.057105,19.55845
Ireland,2001,IRL,3.919842,20.49142
Ireland,2002,IRL,3.920538,17.99144
Ireland,2003,IRL,4.490198,17.11528
Ireland,2004,IRL,3.41769,18.39432
Israel,1975,ISR,7.104736,9.721979
Israel,1976,ISR,5.999494,10.23713
Israel,1977,ISR,5.092841,9.466992
Israel,1978,ISR,5.041726,7.473373
Israel,1979,ISR,4.918262,10.13976
Israel,1980,ISR,4.146507,9.003123
Israel,1981,ISR,4.065509,7.551185
Israel,1982,ISR,4.224372,7.172948
Israel,1983,ISR,4.039836,9.083196
Israel,1984,ISR,3.747314,8.202235
Israel,1985,ISR,3.690757,8.362223
Israel,1986,ISR,4.69941,9.488293
Israel,1987,ISR,3.622077,9.961658
Israel,1988,ISR,4.246885,10.92935
Israel,1989,ISR,4.53929,12.22323
Israel,1990,ISR,3.713322,10.51637
Israel,1991,ISR,3.96209,11.64511
Israel,1992,ISR,4.04869,11.78218
Israel,1993,ISR,3.676736,11.1531
Israel,1994,ISR,4.021978,12.14614
Israel,1995,ISR,3.420748,10.02298
Israel,1996,ISR,2.505053,8.548947
Israel,1997,ISR,2.420717,10.8282
Israel,1998,ISR,2.555491,8.452549
Israel,1999,ISR,2.140876,10.25614
Israel,2000,ISR,2.617903,10.1516
Israel,2001,ISR,2.144401,10.45698
Israel,2002,ISR,2.672714,9.318308
Israel,2003,ISR,2.055687,10.95199
Israel,2004,ISR,2.572143,9.827754
Italy,1951,ITA,3.403254,10.56834
Italy,1952,ITA,3.411496,9.419112
Italy,1953,ITA,3.762159,9.245553
Italy,1954,ITA,3.424151,8.714149
Italy,1955,ITA,3.538924,9.726276
Italy,1956,ITA,3.559867,9.809807
Italy,1957,ITA,3.571236,9.338222
Italy,1958,ITA,3.459091,8.800449
Italy,1959,ITA,3.471756,8.862763
Italy,1960,ITA,3.44536,8.415583
Italy,1961,ITA,3.123026,7.635857
Italy,1962,ITA,2.932354,7.558838
Italy,1963,ITA,2.96182,7.125845
Italy,1964,ITA,2.867537,7.526105
Italy,1965,ITA,2.884943,7.641454
Italy,1966,ITA,2.762205,7.119586
Italy,1967,ITA,2.915639,7.635119
Italy,1968,ITA,2.851062,7.370347
Italy,1969,ITA,3.004217,7.380798
Italy,1970,ITA,3.126643,7.639218
Italy,1971,ITA,3.277322,7.915759
Italy,1972,ITA,3.193547,7.756282
Italy,1973,ITA,2.919297,7.658402
Italy,1974,ITA,3.024318,6.800586
Italy,1975,ITA,2.959525,7.211964
Italy,1976,ITA,2.989021,7.248129
Italy,1977,ITA,3.151382,8.112815
Italy,1978,ITA,3.165382,8.449119
Italy,1979,ITA,3.547825,8.912259
Italy,1980,ITA,3.782305,9.027985
Italy,1981,ITA,3.317748,8.725601
Italy,1982,ITA,3.507519,9.486133
Italy,1983,ITA,3.411837,9.647466
Italy,1984,ITA,3.606211,9.777494
Italy,1985,ITA,3.607491,10.40558
Italy,1986,ITA,3.607199,10.08643
Italy,1987,ITA,3.184254,9.914082
Italy,1988,ITA,3.258729,9.319981
Italy,1989,ITA,3.138868,9.314838
Italy,1990,ITA,3.135413,9.345504
Italy,1991,ITA,3.152732,9.380347
Italy,1992,ITA,3.063648,9.862364
Italy,1993,ITA,2.962984,10.31449
Italy,1994,ITA,2.843028,9.949718
Italy,1995,ITA,2.829177,9.913965
Italy,1996,ITA,3.056394,10.01252
Italy,1997,ITA,2.875446,10.06849
Italy,1998,ITA,2.616057,9.703516
Italy,1999,ITA,2.522697,8.712358
Italy,2000,ITA,2.567187,8.631232
Italy,2001,ITA,2.386306,8.530973
Italy,2002,ITA,2.270674,8.725682
Italy,2003,ITA,2.393229,8.375617
Italy,2004,ITA,2.270322323,8.633946419
Jamaica,2004,JAM,2.366206169,6.62351799
Japan,1950,JPN,18.59102,31.45158
Japan,1951,JPN,17.54239,27.70041
Japan,1952,JPN,17.70802,27.01533
Japan,1953,JPN,18.70844,29.35856
Japan,1954,JPN,19.78119,33.76961
Japan,1955,JPN,20.92908,35.86554
Japan,1956,JPN,21.07244,34.07982
Japan,1957,JPN,20.5632,33.22283
Japan,1958,JPN,21.98324,34.02403
Japan,1959,JPN,19.97823,29.81942
Japan,1960,JPN,19.14574,27.69466
Japan,1961,JPN,17.79087,24.9089
Japan,1962,JPN,15.54236,22.75598
Japan,1963,JPN,13.9991,21.05968
Japan,1964,JPN,13.43369,19.49205
Japan,1965,JPN,12.77739,19.2796
Japan,1966,JPN,13.45667,19.15462
Japan,1967,JPN,12.42193,17.67402
Japan,1968,JPN,12.68101,17.8174
Japan,1969,JPN,12.70211,17.68238
Japan,1970,JPN,13.086,18.47334
Japan,1971,JPN,13.03017,18.70253
Japan,1972,JPN,13.86707,20.30243
Japan,1973,JPN,14.20149,20.90846
Japan,1974,JPN,14.47614,20.67025
Japan,1975,JPN,13.86057,21.86653
Japan,1976,JPN,13.31338,21.39705
Japan,1977,JPN,12.90554,22.09973
Japan,1978,JPN,12.39004,21.96293
Japan,1979,JPN,12.38469,22.31732
Japan,1980,JPN,11.75796,21.80097
Japan,1981,JPN,10.92085,21.24925
Japan,1982,JPN,10.8324,21.64479
Japan,1983,JPN,11.59852,27.17256
Japan,1984,JPN,11.28145,25.70048
Japan,1985,JPN,10.91748,23.95406
Japan,1986,JPN,12.34518,25.33022
Japan,1987,JPN,11.12482,23.01839
Japan,1988,JPN,10.79308,21.18935
Japan,1989,JPN,10.15297,18.92735
Japan,1990,JPN,9.448299,17.74604
Japan,1991,JPN,8.853615,17.65038
Japan,1992,JPN,8.678051,18.8061
Japan,1993,JPN,8.09518,18.57446
Japan,1994,JPN,7.945656,19.17557
Japan,1995,JPN,8.228492,19.12862
Japan,1996,JPN,8.221194,19.65229
Japan,1997,JPN,8.525414,20.748
Japan,1998,JPN,10.53238,28.77222
Japan,1999,JPN,10.07857,28.70927
Japan,2000,JPN,9.527674,27.44144
Japan,2001,JPN,9.240021,26.51388
Japan,2002,JPN,9.138422,27.18034
Japan,2003,JPN,9.884797,29.66257
Japan,2004,JPN,9.467574,27.8544
Jordan,2004,JOR,0.107823528,0.283630043
Kazakhstan,1981,KAZ,10.70737,43.73993
Kazakhstan,1982,KAZ,9.850085,43.36837
Kazakhstan,1985,KAZ,10.27528,43.08025
Kazakhstan,1986,KAZ,8.818217,30.60717
Kazakhstan,1987,KAZ,8.599585,30.14775
Kazakhstan,1988,KAZ,8.853513,31.31172
Kazakhstan,1989,KAZ,9.610785,36.04646
Kazakhstan,1990,KAZ,9.613778,34.24866
Kazakhstan,1991,KAZ,8.350544,32.9904
Kazakhstan,1992,KAZ,9.367308,35.02348
Kazakhstan,1993,KAZ,9.806592,43.27874
Kazakhstan,1994,KAZ,9.40272,45.19965
Kazakhstan,1995,KAZ,9.738996,54.65893
Kazakhstan,1996,KAZ,9.888084,57.25686
Kazakhstan,1997,KAZ,9.658834,55.88801
Kazakhstan,1998,KAZ,9.566568,54.42282
Kazakhstan,1999,KAZ,8.703578,50.25275
Kazakhstan,2001,KAZ,8.500433,55.28642
Kazakhstan,2002,KAZ,8.623614,52.35789
Kazakhstan,2003,KAZ,8.66642,52.60995
Kazakhstan,2004,KAZ,8.599231,51.95907
Kenya,2004,KEN,7.663258076,14.45754814
Kuwait,1972,KWT,0.2315013,0.3662237
Kuwait,1975,KWT,0.2027273,0.7020963
Kuwait,1976,KWT,0.1818349,0.199697
Kuwait,1977,KWT,,0.5481814
Kuwait,1978,KWT,0.7486228,1.576248
Kuwait,1979,KWT,,0.5554316
Kuwait,1980,KWT,0.4587432,1.150244
Kuwait,1981,KWT,1.228961,1.03524
Kuwait,1982,KWT,0.1885224,0.0958275
Kuwait,1983,KWT,0.2795371,0.5089404
Kuwait,1984,KWT,0.6097794,0.6880475
Kuwait,1985,KWT,0.3615558,1.531896
Kuwait,1986,KWT,0.4981179,1.000153
Kuwait,1987,KWT,1.079387,0.9669989
Kuwait,1993,KWT,0.8018389,1.402896
Kuwait,1994,KWT,1.649444,1.290962
Kuwait,1995,KWT,0.7495468,1.831903
Kuwait,1996,KWT,1.267969,1.579613
Kuwait,1997,KWT,2.075491,1.331465
Kuwait,1998,KWT,1.519149,1.152141
Kuwait,1999,KWT,1.15032,1.761245
Kuwait,2000,KWT,1.210588,1.265265
